model,gpt-5-mini_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,6.6024761703566135,4.524566808420381,2.4648557900345422,3.3471816006455946
checkpoint-1000-gen1-inputs-refs-preds-1000-examples,0.22429471344824736,0.3222385843649008,0.5815200146799819,0.3056399329415653
checkpoint-1000-inputs-refs-preds-1000-examples,1.4069628458946586,1.3986256521705926,1.8187967907257971,1.5322680811376668
checkpoint-10000-gen1-inputs-refs-preds-1000-examples,0.7737979475709299,0.6740644016590331,0.9400806366781971,0.89407701021893
checkpoint-10000-inputs-refs-preds-1000-examples,2.066736091904244,1.1313919169410698,1.3323160808769579,1.7737005843035893
checkpoint-1500-gen1-inputs-refs-preds-1000-examples,0.3330348693539549,0.28630835148606204,0.8047462341168763,0.5897801522792308
checkpoint-1500-inputs-refs-preds-1000-examples,0.9645050888143217,1.3983666469428542,1.3153008765129683,1.106364357017965
checkpoint-2000-gen1-inputs-refs-preds-1000-examples,0.6377085397371483,0.3339037323521225,0.7060443389494123,0.520238196947297
checkpoint-2000-inputs-refs-preds-1000-examples,2.429178843722169,8.556870482286083,3.985464241171118,2.4778778813349556
checkpoint-2500-gen1-inputs-refs-preds-1000-examples,0.8738687107682833,1.1444644452992387,0.8649104101271423,0.855800613642884
checkpoint-2500-inputs-refs-preds-1000-examples,2.7835967941727886,3.0229871186451427,2.031505941258715,1.8206141299541676
checkpoint-3000-gen1-inputs-refs-preds-1000-examples,0.6265474877241579,0.6158461160595899,1.4992687769482693,1.2267838622750769
checkpoint-3000-inputs-refs-preds-1000-examples,1.33201417104065,1.4661049849529808,1.388386685496775,1.46256837284715
checkpoint-3500-gen1-inputs-refs-preds-1000-examples,0.5382005662813245,0.4068619795367939,0.4800521533228358,0.339365937682452
checkpoint-3500-inputs-refs-preds-1000-examples,1.4662573078119618,1.7715088956701628,1.7174337387141712,1.284943712428352
checkpoint-4000-gen1-inputs-refs-preds-1000-examples,0.5516444705718161,0.6614772132411939,1.005158137506649,0.8421573433680821
checkpoint-4000-inputs-refs-preds-1000-examples,1.0833825342824115,1.3990843621302436,1.0311065454876405,1.0305350790983578
checkpoint-4500-gen1-inputs-refs-preds-1000-examples,0.5539166326772031,0.5107440650733126,0.5056253406917572,1.0110235724381713
checkpoint-4500-inputs-refs-preds-1000-examples,0.8142266352302059,0.7553167214536314,0.5732938359008188,1.7806530969315755
checkpoint-500-gen1-inputs-refs-preds-1000-examples,1.6238633825717115,1.6326544678159274,0.8202160543146573,0.634102656560833
checkpoint-500-inputs-refs-preds-1000-examples,0.57907509350386,0.977676294367072,1.3332399881554267,0.830468763487471
checkpoint-5000-gen1-inputs-refs-preds-1000-examples,1.0763164933511213,0.9851756001361356,0.9289147183345196,0.8221583828610369
checkpoint-5000-inputs-refs-preds-1000-examples,0.9275492828307917,1.3001671435651276,1.017582788755199,0.8933294720157312
checkpoint-5500-gen1-inputs-refs-preds-1000-examples,1.1632409676293785,1.102749915510183,1.8069221391662127,2.108091315217826
checkpoint-5500-inputs-refs-preds-1000-examples,2.7085629501700854,2.1505402964727356,1.1472452886633278,1.1129894097567936
checkpoint-6000-gen1-inputs-refs-preds-1000-examples,0.6807178257352919,0.39320589756322666,0.4458920364652261,0.5460274247464759
checkpoint-6000-inputs-refs-preds-1000-examples,1.5642376874256414,1.3313809726111736,1.6926776562246733,1.3386600368566735
checkpoint-6500-gen1-inputs-refs-preds-1000-examples,0.7413383102680873,0.9802978759290603,0.9454122211484266,0.6165288547552394
checkpoint-6500-inputs-refs-preds-1000-examples,1.685744975311561,1.4253391311055545,1.9023252426148156,1.6502130035904738
checkpoint-7000-gen1-inputs-refs-preds-1000-examples,0.6460538814798565,0.7662772990934654,0.5124908795289117,0.733850744621071
checkpoint-7000-inputs-refs-preds-1000-examples,0.5436181467820673,0.5402678017344328,0.5284355146451867,0.979765900943313
checkpoint-7500-gen1-inputs-refs-preds-1000-examples,0.7206565980885935,0.758543006505678,1.0227696650614269,0.8781167482943385
checkpoint-7500-inputs-refs-preds-1000-examples,0.7522159650571184,1.0474047325823297,0.9364996680171715,1.8339579824969268
checkpoint-8000-gen1-inputs-refs-preds-1000-examples,0.5341957070592224,0.5573359313901376,0.3296702251139415,0.3998664335137591
checkpoint-8000-inputs-refs-preds-1000-examples,1.38036596987617,1.4690210483928645,1.3143899954094056,1.2198381851701003
checkpoint-8500-gen1-inputs-refs-preds-1000-examples,0.7698269665378813,0.7067259607808952,0.6069149829006667,0.4709421054124404
checkpoint-8500-inputs-refs-preds-1000-examples,0.9527216088909906,0.6877389630100378,1.1057879866847236,0.8230693111253489
checkpoint-9000-gen1-inputs-refs-preds-1000-examples,1.079565024266147,0.7384156872739575,0.9742457255903046,0.7334945142903323
checkpoint-9000-inputs-refs-preds-1000-examples,1.4977950028164377,1.5502707486717646,1.2816295149257093,1.3556015943948367
checkpoint-9500-gen1-inputs-refs-preds-1000-examples,1.094515703335036,0.6676970421446677,0.3568322365824528,0.9695922071677271
checkpoint-9500-inputs-refs-preds-1000-examples,1.947348625757743,1.9708689810779563,1.1610486768217345,1.7628158956004278
