model,gpt-5-mini_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,4.4718153869003014,2.1828418627374044,2.078612890546269,2.7999596863384864
checkpoint-1000-gen1-inputs-refs-preds-1000-examples,0.5203354052302217,0.5835510081474208,0.3974428826778615,0.3029894189012929
checkpoint-1000-inputs-refs-preds-1000-examples,2.0823776266132774,1.406655878548293,1.1844603001091123,1.15004105646393
checkpoint-10000-gen1-inputs-refs-preds-1000-examples,0.9085469747428727,0.9445365512906331,0.9136285907519216,0.5596068261659788
checkpoint-10000-inputs-refs-preds-1000-examples,1.0287537852186106,1.1378982711478565,1.3825894620722952,0.8142159304403459
checkpoint-1500-gen1-inputs-refs-preds-1000-examples,0.6494596356385097,0.49184481688444887,0.22992341012063705,0.2975062051839257
checkpoint-1500-inputs-refs-preds-1000-examples,0.9404882175760007,1.3288580235207963,1.348651124822224,0.7396592685253535
checkpoint-2000-gen1-inputs-refs-preds-1000-examples,0.7800715459409424,1.2227469839432936,0.9903113003566522,1.644674290367765
checkpoint-2000-inputs-refs-preds-1000-examples,1.5467145588837308,2.2296181284060443,1.8139591979373668,2.3458631464250694
checkpoint-2500-gen1-inputs-refs-preds-1000-examples,1.3502825285566395,1.331481126125923,0.8398094386507889,0.9431839734356242
checkpoint-2500-inputs-refs-preds-1000-examples,1.6598494736623046,2.164434194815053,1.9965976360231905,2.3611345355338047
checkpoint-3000-gen1-inputs-refs-preds-1000-examples,0.5640161826044482,0.8046795103321074,0.8648869260719666,0.6433113302648044
checkpoint-3000-inputs-refs-preds-1000-examples,1.013932108319193,1.5487934758739497,1.0684800069863345,2.288577584157428
checkpoint-3500-gen1-inputs-refs-preds-1000-examples,0.8334280076372962,1.0500535365869552,0.5146421232695458,0.8572841575084167
checkpoint-3500-inputs-refs-preds-1000-examples,1.2918154289445043,1.0032820508389835,0.9322703378429633,0.8686853861393108
checkpoint-4000-gen1-inputs-refs-preds-1000-examples,0.8196173973310007,0.8889521677065143,0.6003199893298018,0.8269382462053266
checkpoint-4000-inputs-refs-preds-1000-examples,1.608856500521957,1.1516807202580976,1.3458926836287035,1.0661543952377825
checkpoint-4500-gen1-inputs-refs-preds-1000-examples,0.8786890200843694,0.5397876705720104,0.8390574735564376,0.7439643749474077
checkpoint-4500-inputs-refs-preds-1000-examples,1.4562766314533488,1.0702962176939348,1.7501630044310108,1.00985375982118
checkpoint-500-gen1-inputs-refs-preds-1000-examples,0.696362685371163,1.008886189421993,1.4182139342903346,1.3841730258189227
checkpoint-500-inputs-refs-preds-1000-examples,0.7442274996192306,0.46496481084968394,1.443193858890201,0.6033273136030182
checkpoint-5000-gen1-inputs-refs-preds-1000-examples,0.7703053226898627,0.8083270179318611,0.7816115156156991,0.7197931538611054
checkpoint-5000-inputs-refs-preds-1000-examples,1.1369157100045848,0.9998040645310022,1.360175749718486,1.5286417731032558
checkpoint-5500-gen1-inputs-refs-preds-1000-examples,0.862558581457614,1.0792924269733128,0.9202938540525882,0.8138454587380631
checkpoint-5500-inputs-refs-preds-1000-examples,1.0845548670579468,1.1550117075187547,0.7396317248024208,0.9064199825647636
checkpoint-6000-gen1-inputs-refs-preds-1000-examples,0.8010336218026043,0.5320423189824082,0.6336928686760162,0.6397986711522343
checkpoint-6000-inputs-refs-preds-1000-examples,1.5642832299787104,1.5610913530167316,1.0017262100210338,1.3644286799386096
checkpoint-6500-gen1-inputs-refs-preds-1000-examples,1.0530178347110672,0.7701787290415328,0.6367698726391645,0.5869067072571327
checkpoint-6500-inputs-refs-preds-1000-examples,1.2837076219420993,1.9739176299587047,1.7605591437598258,1.177263113130625
checkpoint-7000-gen1-inputs-refs-preds-1000-examples,0.9456937972147162,1.2099827596411252,0.5827932162659327,1.4064898090584046
checkpoint-7000-inputs-refs-preds-1000-examples,1.4362074303401497,1.430937217594326,2.271042822508649,1.980080359274664
checkpoint-7500-gen1-inputs-refs-preds-1000-examples,0.4442661766698846,0.6824632239445183,1.3477296211441891,1.0012767108578366
checkpoint-7500-inputs-refs-preds-1000-examples,1.2453887091815212,1.000979081303279,3.2182165139706407,2.2526795261867925
checkpoint-8000-gen1-inputs-refs-preds-1000-examples,0.8284131741683842,0.7105694624104101,0.5877068118714359,0.5363520118777085
checkpoint-8000-inputs-refs-preds-1000-examples,1.0662763195842238,1.3987077092684317,1.0216670716190057,1.1954159595367706
checkpoint-8500-gen1-inputs-refs-preds-1000-examples,0.6024623794502033,0.9522279625952309,0.5872085528222966,0.7317621493505194
checkpoint-8500-inputs-refs-preds-1000-examples,1.0365051368799463,0.6941246936862737,0.9027224295406637,0.9053473368002171
checkpoint-9000-gen1-inputs-refs-preds-1000-examples,0.794220608493918,0.5726665287314294,0.6382056275867297,0.8889237640664854
checkpoint-9000-inputs-refs-preds-1000-examples,0.7615435582690381,0.6818938829948151,1.1134569865392279,1.619675372277549
checkpoint-9500-gen1-inputs-refs-preds-1000-examples,0.46069234972429296,0.5595428824240676,0.7128349003333264,0.6066194626923912
checkpoint-9500-inputs-refs-preds-1000-examples,1.549076879107809,1.285270519162477,1.6878173797336808,1.7194062355044122
