model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,31.25743058114706,15.054969387237536,5.1121209570104895,0.8266313900901285
checkpoint-1000-inputs-refs-preds-1000-examples,0.4029707727868829,1.1592905124759332,1.2075507518320294,1.4393391291655182
checkpoint-1500-inputs-refs-preds-1000-examples,0.5759747412985474,0.2524134176019845,0.827095152070665,0.6672119660447483
checkpoint-2000-inputs-refs-preds-1000-examples,0.2955914044991394,0.35324638955020093,0.7728205636714902,0.9067719136752936
checkpoint-2500-inputs-refs-preds-1000-examples,0.511853336080542,0.8479627979206674,0.8905038242029567,0.9173042883871891
checkpoint-3000-inputs-refs-preds-1000-examples,0.7566169915181876,0.9314844102789582,0.7097065682906577,0.40128089506902254
checkpoint-3500-inputs-refs-preds-1000-examples,0.9029739225348272,0.7544508179863416,0.892763316249861,0.5297635319797227
checkpoint-4000-inputs-refs-preds-1000-examples,0.5988127535655325,0.7396277239237375,0.9777899274789936,0.9637498289663937
checkpoint-4500-inputs-refs-preds-1000-examples,0.32056527663008744,0.2236200798493036,0.3247747566371855,1.230423916004343
checkpoint-5000-inputs-refs-preds-1000-examples,0.8624315973794704,0.33878515480501287,0.3503745751009412,0.30468643506759274
checkpoint-5500-inputs-refs-preds-1000-examples,2.928686829609016,0.9065335340464997,0.4513336785795054,1.138834438386583
checkpoint-6000-inputs-refs-preds-1000-examples,1.857791895246716,0.9513980504819298,2.7838702156892072,1.8602175439848743
checkpoint-6500-inputs-refs-preds-1000-examples,1.6022060664429916,1.1681399534134036,1.133385890694004,2.982567522741446
checkpoint-7000-inputs-refs-preds-1000-examples,2.1885094653941843,4.485852897913417,2.2567677314389916,2.8773334814108003
checkpoint-7500-inputs-refs-preds-1000-examples,0.37050737907106157,0.588217983149608,0.632981792451594,0.714952972993165
checkpoint-8000-inputs-refs-preds-1000-examples,0.7229818273543122,1.2525982139454543,0.8198309957466545,1.0544193997333566
checkpoint-8500-inputs-refs-preds-1000-examples,1.5169442687717765,4.433027684578705,2.1826372515091386,2.573231058217632
checkpoint-9000-inputs-refs-preds-1000-examples,1.0390064740504097,1.3036752807613712,1.1090202483689453,0.5590780796113662
