model,gpt-5-mini_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,4.197676721140882,2.0731768481988686,1.9606013543905585,3.0320811482901595
checkpoint-1000-gen1-inputs-refs-preds-1000-examples,0.6589432926882923,0.7413602632627052,0.4565799586431789,0.31411116298471037
checkpoint-1000-inputs-refs-preds-1000-examples,1.920338766073037,1.377452145661434,1.1641096749526259,1.101520365490104
checkpoint-10000-gen1-inputs-refs-preds-1000-examples,0.8620492003095116,0.9075750315591777,1.0193401177486414,0.47568985598633284
checkpoint-10000-inputs-refs-preds-1000-examples,1.0460452184242743,1.180297399776525,1.4553259736743387,0.9830983805280603
checkpoint-1500-gen1-inputs-refs-preds-1000-examples,0.9440743597529229,0.5880089899683898,0.23587785345298568,0.25323028812460896
checkpoint-1500-inputs-refs-preds-1000-examples,0.8080390379128003,1.1394257339831144,1.330929601161052,0.9469526114147858
checkpoint-2000-gen1-inputs-refs-preds-1000-examples,0.8493648814591925,1.1956108696857681,1.0575161898518233,1.9598091739555912
checkpoint-2000-inputs-refs-preds-1000-examples,1.4438176611577065,1.1932537416465636,1.3944041082609608,1.7618942009841356
checkpoint-2500-gen1-inputs-refs-preds-1000-examples,1.3593069469521808,1.318302821888848,0.8610122255740273,0.9701581451158677
checkpoint-2500-inputs-refs-preds-1000-examples,1.665702435324754,2.105065172023664,1.9516186167848275,2.2639063012344325
checkpoint-3000-gen1-inputs-refs-preds-1000-examples,0.4967947193470603,0.6772217177054556,0.9006446552490832,0.7019899706211136
checkpoint-3000-inputs-refs-preds-1000-examples,1.0031513757263737,1.4285269700850627,1.0441406381731753,2.370616692348108
checkpoint-3500-gen1-inputs-refs-preds-1000-examples,0.9505542745049712,1.0170163429281451,0.6088617638802227,0.9073216126114874
checkpoint-3500-inputs-refs-preds-1000-examples,1.3716157445380754,1.1062705043354129,1.0222296585712958,0.8841017747126069
checkpoint-4000-gen1-inputs-refs-preds-1000-examples,0.7750388865575466,0.7718875733810142,0.6026539180720238,0.8023152735636708
checkpoint-4000-inputs-refs-preds-1000-examples,1.4296231167493507,1.058225804045028,1.237069585314632,1.1887718322296237
checkpoint-4500-gen1-inputs-refs-preds-1000-examples,0.904129970351316,0.556078146337763,0.7827871678609812,0.7152770542747293
checkpoint-4500-inputs-refs-preds-1000-examples,1.0672816942078707,1.0546181510399808,1.6082328584265144,1.0163322560206451
checkpoint-500-gen1-inputs-refs-preds-1000-examples,0.6081468653768847,0.8692935418662108,1.1678686692520834,1.0545936027452945
checkpoint-500-inputs-refs-preds-1000-examples,0.8172057628150969,0.5775014556733774,1.5566029182940375,0.7236912146481146
checkpoint-5000-gen1-inputs-refs-preds-1000-examples,0.8997044552524228,0.8658287807616376,0.87025237645233,0.6997174987021542
checkpoint-5000-inputs-refs-preds-1000-examples,1.08263705826651,1.0392145186521737,1.415928102381566,1.543482274416881
checkpoint-5500-gen1-inputs-refs-preds-1000-examples,0.9336565575403734,1.2428424338292496,1.095144562628282,0.9627024668101822
checkpoint-5500-inputs-refs-preds-1000-examples,1.05259074991818,1.1019724133199977,0.6841926430176735,0.7119955153525834
checkpoint-6000-gen1-inputs-refs-preds-1000-examples,0.5024444513770393,0.4711425101206344,0.6560893741262809,0.6700942196366303
checkpoint-6000-inputs-refs-preds-1000-examples,1.5561220870657362,1.7021894404020281,1.2492870985303985,1.3858536576763085
checkpoint-6500-gen1-inputs-refs-preds-1000-examples,0.9553812809762029,0.7356079155204608,0.5543175426741881,0.4980638552816838
checkpoint-6500-inputs-refs-preds-1000-examples,1.2897048113972218,1.9975542146615017,1.6540135849242568,1.0521764419395416
checkpoint-7000-gen1-inputs-refs-preds-1000-examples,0.9567657628428355,1.2355881853531125,0.645649599180477,1.4123656265474238
checkpoint-7000-inputs-refs-preds-1000-examples,1.6574750763099595,1.4776005482824965,1.585397994879283,1.7335442505740102
checkpoint-7500-gen1-inputs-refs-preds-1000-examples,0.5429070314534287,0.6860032541015261,1.1758953929713054,0.9614558951258481
checkpoint-7500-inputs-refs-preds-1000-examples,1.0656976093226056,0.985001155346364,3.196284423448708,2.5152066425661324
checkpoint-8000-gen1-inputs-refs-preds-1000-examples,0.8148848594717479,0.7410397282275747,0.6005158696552538,0.5383142551623312
checkpoint-8000-inputs-refs-preds-1000-examples,0.9123376316805188,1.6215624180574362,1.1539398738373363,1.9900790747957913
checkpoint-8500-gen1-inputs-refs-preds-1000-examples,0.6430307966343685,0.9997153984473129,0.5350471441359179,0.6326833530854016
checkpoint-8500-inputs-refs-preds-1000-examples,1.182951978653427,0.7965400442550387,0.9202233853664161,0.8814036159177678
checkpoint-9000-gen1-inputs-refs-preds-1000-examples,0.7659770685807706,0.5979121009898304,0.661826628780934,0.940384240682334
checkpoint-9000-inputs-refs-preds-1000-examples,1.0711209221935554,0.9188425516441484,1.2360538437090358,1.3841216710168252
checkpoint-9500-gen1-inputs-refs-preds-1000-examples,0.49543026087441466,0.6027427389973967,0.7335084361919736,0.6337853416003575
checkpoint-9500-inputs-refs-preds-1000-examples,1.4677324948031347,1.1187328878981402,1.5237154434796265,1.5093196417751404
