model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,1.4130334002378353,4.578039740075447,10.387094349114962,4.400851034321644
checkpoint-1000-inputs-refs-preds-1000-examples,0.07170858911120688,2.8495574045499485,0.5170259366315149,0.9579616661201181
checkpoint-10000-inputs-refs-preds-1000-examples,1.6150244488383048,0.8325243440375021,3.1558942817566296,0.4756508253787884
checkpoint-1500-inputs-refs-preds-1000-examples,0.7134274633060523,0.5020224592831459,0.6099022726126463,0.9312478126982181
checkpoint-2000-inputs-refs-preds-1000-examples,0.38727378766620735,0.7065709711709678,0.4410137848686517,0.6130577913219702
checkpoint-2500-inputs-refs-preds-1000-examples,1.3840605771338659,2.073903209041097,2.5235739300588986,0.6189289152546421
checkpoint-3000-inputs-refs-preds-1000-examples,0.5507531002614949,2.041381023905155,0.3955692703961327,0.29102053460485316
checkpoint-3500-inputs-refs-preds-1000-examples,0.6664056840913709,0.8044500991117038,0.4553123941383261,0.41778200840515584
checkpoint-4000-inputs-refs-preds-1000-examples,1.6254637004542107,2.282781818717095,7.083329707785525,2.1050388045225583
checkpoint-4500-inputs-refs-preds-1000-examples,1.206283287469923,0.3178364017772957,0.3228148009439374,0.6400871261019005
checkpoint-5000-inputs-refs-preds-1000-examples,2.505085405187912,0.6855965695942327,4.884506015319404,0.8447256742186692
checkpoint-5500-inputs-refs-preds-1000-examples,1.0330572761430556,1.527656031411956,1.3850702012120055,1.2356504499648016
checkpoint-6000-inputs-refs-preds-1000-examples,2.5175451380456666,0.7118395774973433,0.2986968739001312,0.759030149572833
checkpoint-6500-inputs-refs-preds-1000-examples,1.1931949953180727,1.5705214060456931,0.9946707593863732,0.9205032311300102
checkpoint-7000-inputs-refs-preds-1000-examples,1.2471067785020933,1.3680798237783407,0.5028939782525873,0.9173856489021384
checkpoint-7500-inputs-refs-preds-1000-examples,1.503487979496999,0.5878246858438456,0.6457895829602672,3.177188683509675
checkpoint-8000-inputs-refs-preds-1000-examples,1.7429808482176476,0.17705887369134785,0.39614717871185584,3.4468494750521597
checkpoint-8500-inputs-refs-preds-1000-examples,0.4408284563964207,0.39269648072660923,0.5137785362201415,1.3039172529855432
checkpoint-9000-inputs-refs-preds-1000-examples,1.4849964039711492,0.6845292854319679,1.3990743524977571,0.5000640219340445
checkpoint-9500-inputs-refs-preds-1000-examples,1.3351349779597559,2.3439116716397734,1.1354722643789008,1.8032599923648418
