model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,3177845.263696667,13.453508210884479,5904087.238764882,11014844.725392966
checkpoint-1000-inputs-refs-preds-1000-examples,0.3453973489401384,0.645827077123515,0.31201115399420537,0.3731287049294823
checkpoint-1500-inputs-refs-preds-1000-examples,0.19914141997810633,0.7632878114203435,0.2500838987656264,0.21628615544121912
checkpoint-2000-inputs-refs-preds-1000-examples,0.29515479427420377,0.46852322196825474,0.1565167896788595,0.16123644167028514
checkpoint-2500-inputs-refs-preds-1000-examples,0.5167125908782526,1.0107392650253357,0.2354205735754941,0.1906445084274564
checkpoint-3000-inputs-refs-preds-1000-examples,0.4679648462879682,0.6920375697316202,0.4757304043942369,0.30736536357336264
checkpoint-3500-inputs-refs-preds-1000-examples,0.40944574867486644,1.197512604528491,0.43136494372373224,0.28590734305367244
checkpoint-4000-inputs-refs-preds-1000-examples,0.38250992038374565,0.8077453721143258,0.27654533088710764,0.18909633744346274
checkpoint-4500-inputs-refs-preds-1000-examples,0.30306696250521054,1.1451157267692984,0.2850731888412006,0.3474086242119537
checkpoint-5000-inputs-refs-preds-1000-examples,0.2100120925274838,0.9768725760093043,0.35597244142129225,0.32034070518328733
checkpoint-5500-inputs-refs-preds-1000-examples,0.17189985674938976,1.082124103079355,0.25935356716403757,0.4087794751548408
checkpoint-6000-inputs-refs-preds-1000-examples,0.20812111227641872,0.6126563685523276,0.2112040325702633,0.26859265694909273
checkpoint-6500-inputs-refs-preds-1000-examples,0.17974669639817328,0.6413927587575128,0.18674404796747782,0.18023844895175822
