model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,2068749.185537642,867242.0908379821,2336649.2892404427,1065380.3214345053
checkpoint-1000-inputs-refs-preds-1000-examples,0.23147783359723978,0.3606679819570138,0.5079042844244255,0.6004236213595711
checkpoint-1500-inputs-refs-preds-1000-examples,0.35560488659654127,0.22991227736193437,1.0286195863680534,0.24280301602484364
checkpoint-2000-inputs-refs-preds-1000-examples,0.12252671089321888,0.18031307502145194,0.1600538283955452,0.1637250981409162
checkpoint-2500-inputs-refs-preds-1000-examples,0.41988753035045595,0.16677273263795062,0.16615942103078668,0.11215680269502494
checkpoint-3000-inputs-refs-preds-1000-examples,0.4375180819667187,1.045942676717495,0.36157606552028076,0.6991154046857047
checkpoint-3500-inputs-refs-preds-1000-examples,0.41852455383150855,0.4018344488858856,0.333102868565286,0.42391852874865077
checkpoint-4000-inputs-refs-preds-1000-examples,0.3353163483395871,0.24996818649103764,0.19674209224776557,0.3035832869126713
checkpoint-4500-inputs-refs-preds-1000-examples,0.45022821662734763,0.5402914611361321,0.2391043609499214,0.36267011056356774
checkpoint-5000-inputs-refs-preds-1000-examples,0.30802411773267213,0.42227819098961067,0.2617530966154058,0.3796292767827138
checkpoint-5500-inputs-refs-preds-1000-examples,0.2748865264955597,0.2618859563503228,0.1770131656486742,0.4433899614031086
checkpoint-6000-inputs-refs-preds-1000-examples,0.21630088036778122,0.18582444591270497,0.2815317904269228,0.28334668568671684
checkpoint-6500-inputs-refs-preds-1000-examples,0.22545009814365202,0.39642043423134166,0.4167648602824011,0.2252983534313579
