model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,13.732977947251417,14.351325977201482,610536.8305395772,3273196.940360829
checkpoint-1000-inputs-refs-preds-1000-examples,0.7333122384374493,0.8257450229423435,0.25814528312228824,0.26800369720313855
checkpoint-1500-inputs-refs-preds-1000-examples,0.6342041322891415,0.4208089786524267,0.2593929249722365,0.24708917610528802
checkpoint-2000-inputs-refs-preds-1000-examples,0.6423511464828044,0.44283800699047743,0.2355250529031865,0.2496432077933319
checkpoint-2500-inputs-refs-preds-1000-examples,0.9173020841171761,1.073694845446345,0.45758602858776465,0.29011530858223555
checkpoint-3000-inputs-refs-preds-1000-examples,0.8024393618008282,0.6971935880147917,0.49170243329846663,0.29226885179872075
checkpoint-3500-inputs-refs-preds-1000-examples,1.4130318765974617,1.245479994396699,0.44967262314078615,0.2758838994962709
checkpoint-4000-inputs-refs-preds-1000-examples,0.822292630946643,1.0392232834710478,0.3439082330630198,0.2829138956245815
checkpoint-4500-inputs-refs-preds-1000-examples,1.0543344867687536,1.2869345435962065,0.31862913986193875,0.3283989792390268
checkpoint-5000-inputs-refs-preds-1000-examples,0.7839320277969481,0.8431533143114897,0.3662603622072312,0.29870972534061535
checkpoint-5500-inputs-refs-preds-1000-examples,0.8099405396723451,1.661769878699127,0.3954819670578633,0.5637144796783458
checkpoint-6000-inputs-refs-preds-1000-examples,0.7825477052802992,0.6992845121850777,0.24903076154761516,0.21666523726469014
checkpoint-6500-inputs-refs-preds-1000-examples,0.5440277236158328,0.3706503734460091,0.2596925399126871,0.23306668560898375
