model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,1158222.4469227656,4204147.376205865,3615322.67016431,2892439.9193986603
checkpoint-1000-inputs-refs-preds-1000-examples,0.2942084002799477,0.35359072669160335,0.5063322661363838,0.5736772438818991
checkpoint-1500-inputs-refs-preds-1000-examples,0.26253183501795985,0.36871438303402204,0.3720860169123812,0.2742954635242545
checkpoint-2000-inputs-refs-preds-1000-examples,0.23626987965335777,0.1577181113656226,0.14158580763813228,0.18138090490751335
checkpoint-2500-inputs-refs-preds-1000-examples,0.37836228191971866,0.15314361573810933,0.23465708329301735,0.12931324988331577
checkpoint-3000-inputs-refs-preds-1000-examples,0.36720289427532227,1.1069517094112546,0.6350347159401623,0.6770015139892599
checkpoint-3500-inputs-refs-preds-1000-examples,0.38112557921030954,0.28523035225872007,0.362589536610532,0.398953466046355
checkpoint-4000-inputs-refs-preds-1000-examples,0.4127956149771458,0.222538598979686,0.20227539880998044,0.2772822808372529
checkpoint-4500-inputs-refs-preds-1000-examples,0.42164273481212533,0.41985098180386443,0.22334220733008311,0.3288908341355758
checkpoint-5000-inputs-refs-preds-1000-examples,0.35569017208188713,0.2859821565785724,0.4224732097966349,0.3482456942481827
checkpoint-5500-inputs-refs-preds-1000-examples,0.3314181125377065,0.22280300705980038,0.20096789584144892,0.21104973938431942
checkpoint-6000-inputs-refs-preds-1000-examples,0.20719156376475203,0.16775122424384736,0.21976045040602105,0.255828937862134
checkpoint-6500-inputs-refs-preds-1000-examples,0.2101748375268329,0.23955213098110323,0.22767670105252624,0.2022594400743187
