model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,1.9034020599345742,4.847894498899327,4.739913677461823,4.409720784652384
checkpoint-1000-inputs-refs-preds-1000-examples,0.6608909338462645,1.01368992186656,1.3064669890232363,0.570875615723333
checkpoint-10000-inputs-refs-preds-1000-examples,0.9106026523362283,1.0248054200666208,0.8818370578760634,0.7442233571731945
checkpoint-1500-inputs-refs-preds-1000-examples,1.1504981180196427,1.3998184059427765,0.9623991469348184,1.745272296757964
checkpoint-2000-inputs-refs-preds-1000-examples,1.8025043679671204,1.0995505842052715,0.7539530088334001,1.3883627175567281
checkpoint-2500-inputs-refs-preds-1000-examples,0.7025015914827477,0.9649749073421111,0.6924967596124797,0.6136374217250159
checkpoint-3000-inputs-refs-preds-1000-examples,1.4005780974099644,0.7512105586154533,1.038994429756334,1.8337186272447275
checkpoint-3500-inputs-refs-preds-1000-examples,0.4958448028306735,0.7359737675285108,0.7874710548634303,0.669694578125902
checkpoint-4000-inputs-refs-preds-1000-examples,1.169659370281245,0.8152428051862344,1.1944509296067947,1.1274054327489547
checkpoint-4500-inputs-refs-preds-1000-examples,1.069615835968595,1.5436262445624844,1.753305474332144,1.4643966796158472
checkpoint-5000-inputs-refs-preds-1000-examples,1.4130175933954803,0.4905088667108726,0.5242295072968725,0.6139787393527435
checkpoint-5500-inputs-refs-preds-1000-examples,0.9907641588799038,0.6597348289451761,0.9261337470526845,0.7704617306028729
checkpoint-6000-inputs-refs-preds-1000-examples,0.816905326327269,0.7643052730518582,0.5750099108809018,0.8884804752692443
checkpoint-6500-inputs-refs-preds-1000-examples,1.1227938662701475,1.347122795419515,1.190460884485842,1.0167551711537266
checkpoint-7000-inputs-refs-preds-1000-examples,0.8462292071205777,0.9918237846140632,0.9265217753948629,0.8856493962612408
checkpoint-7500-inputs-refs-preds-1000-examples,0.7989104784937524,0.8462371311957333,0.7983481587193545,0.6880747995996153
checkpoint-8000-inputs-refs-preds-1000-examples,1.2454076498342757,0.5802844261874578,0.9019627300905626,1.1906507350941757
checkpoint-8500-inputs-refs-preds-1000-examples,0.5115720843980768,1.1853881615986268,1.0030005507600124,0.7333255454218786
checkpoint-9000-inputs-refs-preds-1000-examples,1.0530385309819368,0.8627507455875317,0.8293737270085072,0.7551840718824955
checkpoint-9500-inputs-refs-preds-1000-examples,1.1841930591298147,1.1578184382265082,1.1531297554760258,1.0311399675052721
