model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,2.457104040330735,6.23438400983642,6.527912761098744,5.923337704989864
checkpoint-1000-inputs-refs-preds-1000-examples,1.2570969858124765,1.6817847881803625,1.1734169725349264,0.6607092339594544
checkpoint-10000-inputs-refs-preds-1000-examples,0.7784224216564821,1.0969131382340003,0.698100174248921,0.5736910787742809
checkpoint-1500-inputs-refs-preds-1000-examples,1.254460254366566,1.531116247326109,1.3684984050060438,1.8223362203079212
checkpoint-2000-inputs-refs-preds-1000-examples,1.2349209223574042,0.9214713698263388,1.0624865337070768,1.4881080000310778
checkpoint-2500-inputs-refs-preds-1000-examples,0.6531078407527264,0.7819002699387247,0.7123021316320336,0.6963104503335033
checkpoint-3000-inputs-refs-preds-1000-examples,0.8576818694168945,0.6050315176257745,1.3063946498440522,1.0076103597247754
checkpoint-3500-inputs-refs-preds-1000-examples,0.8516276174918547,0.84139830528893,0.9337118825924616,0.5520107041535974
checkpoint-4000-inputs-refs-preds-1000-examples,0.7349253142032659,1.3374639427412955,0.5936871787211657,0.7015011013902915
checkpoint-4500-inputs-refs-preds-1000-examples,0.9174625158780124,1.2858291542548426,1.9622034417211494,1.4239758788812649
checkpoint-5000-inputs-refs-preds-1000-examples,1.2344424575106037,0.8042615307078219,0.5250132859768797,0.8767824343593891
checkpoint-5500-inputs-refs-preds-1000-examples,1.0738042919416677,0.9277829466952741,0.5716881404901064,0.6248211932367479
checkpoint-6000-inputs-refs-preds-1000-examples,0.9322887193530329,0.7494980878563376,0.702163531547943,1.0472877287935336
checkpoint-6500-inputs-refs-preds-1000-examples,0.8749183197427682,0.9613417317037283,1.7112940529240919,1.461628657107263
checkpoint-7000-inputs-refs-preds-1000-examples,1.1667655259698617,1.0545459520121157,0.9577675969031406,1.382702720474065
checkpoint-7500-inputs-refs-preds-1000-examples,0.9644832043447393,0.4070517490831675,0.7362502469821174,0.7569690876547108
checkpoint-8000-inputs-refs-preds-1000-examples,0.8187994780031496,0.9889068987209939,0.973519182731642,1.1038767648844623
checkpoint-8500-inputs-refs-preds-1000-examples,0.8705334029861691,0.7432906286450219,0.7699731098094311,0.8822533092398831
checkpoint-9000-inputs-refs-preds-1000-examples,0.9584682124947171,0.6693198285445399,0.5956564503728714,0.6076649161111162
checkpoint-9500-inputs-refs-preds-1000-examples,1.0040861637996303,0.7929075259001881,1.119027316403745,0.8172828372108599
