model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,1.937826265029104,3.4946477764158326,2.353997804759357,1.8960653699624457
checkpoint-1000-inputs-refs-preds-1000-examples,0.6593334130698673,0.7942395422505135,1.179918630582754,0.6636513262804477
checkpoint-10000-inputs-refs-preds-1000-examples,0.7943754067695261,1.1356604227926888,0.6799011557256027,0.9233051528076239
checkpoint-1500-inputs-refs-preds-1000-examples,1.1966620389020464,1.1003824903224577,1.5584946066470005,1.6777626043244593
checkpoint-2000-inputs-refs-preds-1000-examples,1.7288903051292321,1.4932545519596423,1.0924669400667328,1.8638568045705457
checkpoint-2500-inputs-refs-preds-1000-examples,1.1141251525915252,0.7313069338138443,0.9531109897132032,0.7657690378702464
checkpoint-3000-inputs-refs-preds-1000-examples,1.088891291170736,0.6742964912596586,0.7268645209110421,1.0390999651295474
checkpoint-3500-inputs-refs-preds-1000-examples,0.4075673320869277,0.7584568881197207,0.804276204290003,0.8068465113626574
checkpoint-4000-inputs-refs-preds-1000-examples,0.9167700041253852,0.8514956593135511,1.626389122430084,0.9454646010496099
checkpoint-4500-inputs-refs-preds-1000-examples,0.8483617786385037,1.0649426260916053,1.0392110641102315,0.8246877857248167
checkpoint-5000-inputs-refs-preds-1000-examples,1.5938057327666764,0.7460087652710252,0.8270146508468622,1.198244730712439
checkpoint-5500-inputs-refs-preds-1000-examples,1.0666986502033902,0.6150274369605345,1.001160570158067,0.7673827761703667
checkpoint-6000-inputs-refs-preds-1000-examples,1.0471222943096128,0.7003334154299157,0.6283229353837503,0.8411594133053862
checkpoint-6500-inputs-refs-preds-1000-examples,0.8598482306376053,1.399064504175215,1.5111843772441529,0.7806079242750752
checkpoint-7000-inputs-refs-preds-1000-examples,1.1097573631672397,1.0510770936325589,0.8488460095837103,1.1416368097975265
checkpoint-7500-inputs-refs-preds-1000-examples,0.9694421653571488,0.8980811306706028,0.8670373780026922,1.0662908391121777
checkpoint-8000-inputs-refs-preds-1000-examples,1.0905828062456577,1.6480479397304744,1.282587163432817,1.7330600323240457
checkpoint-8500-inputs-refs-preds-1000-examples,0.5547063784612201,0.7716971188841114,0.6968693169900844,0.6014333014402459
checkpoint-9000-inputs-refs-preds-1000-examples,1.3113759990526448,0.789560382351176,0.9982539297950489,1.0309420868105101
checkpoint-9500-inputs-refs-preds-1000-examples,0.9478959297715066,1.3359669563580123,0.6397183527052832,0.6961930620469883
