model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,3.601798104346954,6.278841526152817,1470595.1184676697,35.59545329431906
checkpoint-1000-inputs-refs-preds-1000-examples,1.0467646214315462,2.3555461933819988,0.4758033514257156,1.6110933388312174
checkpoint-10000-inputs-refs-preds-1000-examples,1.1020833913963373,1.069917421831314,0.7723909619937587,2.7867504526428295
checkpoint-1500-inputs-refs-preds-1000-examples,1.9258849418575892,1.840370568694564,0.37084527264891864,1.0651470411095465
checkpoint-2000-inputs-refs-preds-1000-examples,0.5561132144544484,1.0884296545047834,0.2751280589945635,1.0192193805043306
checkpoint-2500-inputs-refs-preds-1000-examples,1.9610148649776014,3.883224229970768,1.807108345248643,0.8889797894901539
checkpoint-3000-inputs-refs-preds-1000-examples,0.7480788605244076,0.9548967097444979,0.44943677923781294,0.8153824685943909
checkpoint-3500-inputs-refs-preds-1000-examples,1.5847673629994854,1.071520159249324,0.5446151127326252,0.710000396472827
checkpoint-4000-inputs-refs-preds-1000-examples,1.1150151672530322,0.17827521837807658,1.2415009472559482,11.634500878110565
checkpoint-4500-inputs-refs-preds-1000-examples,0.6892635626243337,0.5121105270126466,0.1554737735239869,0.42746685823853653
checkpoint-5000-inputs-refs-preds-1000-examples,0.3001866371766197,0.4715041246194333,0.1639781183062443,0.5575057183003118
checkpoint-5500-inputs-refs-preds-1000-examples,0.9504205237786014,0.6244218487754752,0.4178809963596213,0.30441387133679576
checkpoint-6000-inputs-refs-preds-1000-examples,1.1812124639701975,1.548336862961493,0.6816387352897569,0.45150157928309254
checkpoint-6500-inputs-refs-preds-1000-examples,0.967219400378333,0.9705816803995232,0.5666210170985798,0.43821895377089715
checkpoint-7000-inputs-refs-preds-1000-examples,0.7761096544241071,0.411489509215618,0.33789405114105237,0.28198065350030876
checkpoint-7500-inputs-refs-preds-1000-examples,0.49800627929173913,0.418275446095005,0.24845865886115315,0.6588864099865265
checkpoint-8000-inputs-refs-preds-1000-examples,1.1426755239873643,0.7653620978893506,0.4187501766282369,0.634461087301871
checkpoint-8500-inputs-refs-preds-1000-examples,0.4477505205592664,2.1080533584451087,0.5692657275885552,0.8731021525666733
checkpoint-9000-inputs-refs-preds-1000-examples,2.5073270631721534,1.2686534125309734,1.1953601523000308,0.80020667196344
checkpoint-9500-inputs-refs-preds-1000-examples,0.7781720133769291,0.5579499514577778,0.3354894939599661,0.8142937850566755
