model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,2.8839422151699172,8.817847009506451,5671177.555712612,15.699505694072124
checkpoint-1000-inputs-refs-preds-1000-examples,0.9396159363428298,0.4823734447007972,0.36981644007184905,2.116060861579935
checkpoint-10000-inputs-refs-preds-1000-examples,1.274010688096357,0.5510094696874448,0.48931258005165995,0.5436190110917005
checkpoint-1500-inputs-refs-preds-1000-examples,2.243175506203963,0.8126168561882736,0.22243952131151246,1.032863318304151
checkpoint-2000-inputs-refs-preds-1000-examples,1.0523432445411673,1.6905265271278698,0.4889246426079051,1.610946896736512
checkpoint-2500-inputs-refs-preds-1000-examples,1.145631498585882,3.0662351433748802,5.699310927858934,1.3840030454988037
checkpoint-3000-inputs-refs-preds-1000-examples,1.1134608038059948,0.7919436400105446,0.4328832413815854,1.5704906420495173
checkpoint-3500-inputs-refs-preds-1000-examples,1.4465194577881104,0.6443761220849302,0.5516871977838212,0.7105434963109435
checkpoint-4000-inputs-refs-preds-1000-examples,0.5979000495452754,1.5274419923353717,0.7244140138540238,0.6945549736013794
checkpoint-4500-inputs-refs-preds-1000-examples,1.0368976212058951,1.7249220447606874,0.28172538029037886,0.38262702778353586
checkpoint-5000-inputs-refs-preds-1000-examples,0.30060181170149514,0.33037644957219,0.0777610458842803,0.1608918211195568
checkpoint-5500-inputs-refs-preds-1000-examples,1.1230645007553821,0.32530446123964935,0.37278540129763543,0.4813563009426468
checkpoint-6000-inputs-refs-preds-1000-examples,0.8447242553108273,0.9047377306756468,0.37295589186853373,0.9080817229428314
checkpoint-6500-inputs-refs-preds-1000-examples,1.4746278901898973,0.4376979505353998,0.18756015131234086,0.31920980586596315
checkpoint-7000-inputs-refs-preds-1000-examples,0.48946210123980854,0.5860075607592283,0.6712832072307595,0.6301844973982513
checkpoint-7500-inputs-refs-preds-1000-examples,0.5682908953805067,1.1733493285573433,0.20559353662556223,1.5237104331326345
checkpoint-8000-inputs-refs-preds-1000-examples,1.050242206409011,2.1026184330213007,0.7016893335039099,2.774080465643866
checkpoint-8500-inputs-refs-preds-1000-examples,0.8649480092067676,0.5040980131076864,0.8457839654342736,0.9899225110514988
checkpoint-9000-inputs-refs-preds-1000-examples,1.8931158184764387,2.0487191175250774,0.7701907946411524,0.9750744052907803
checkpoint-9500-inputs-refs-preds-1000-examples,0.5332373682264344,1.1855750795854225,0.2521532162771245,1.404726772871277
