model,gpt-3.5-turbo_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,4.551162496695827,9.581336712112845,18.79792523035844,21.307208300419084
checkpoint-1000-inputs-refs-preds-1000-examples,1.330514419580391,2.120353890892695,4.592563325267972,0.253665589072382
checkpoint-10000-inputs-refs-preds-1000-examples,0.5298450855617386,0.9132757476031342,2.6897945826387617,0.5141106815778594
checkpoint-1500-inputs-refs-preds-1000-examples,3.709975912764201,4.929754389204094,2.675568119941683,0.4025693020716318
checkpoint-2000-inputs-refs-preds-1000-examples,0.34382618093283446,0.9423684191963251,0.8275879507218161,0.6945707982869238
checkpoint-2500-inputs-refs-preds-1000-examples,0.29070928908502913,0.2216618985572066,0.6933518442362782,0.28079515789852766
checkpoint-3000-inputs-refs-preds-1000-examples,0.6264884103937877,0.28763298694404404,1.6437694385704682,1.551895816015466
checkpoint-3500-inputs-refs-preds-1000-examples,0.8345910243204626,0.7198341098015424,1.902786185054643,0.7775603448781413
checkpoint-4000-inputs-refs-preds-1000-examples,3.269196732138945,4.721127503797217,8.243084438675304,4.072007225971542
checkpoint-4500-inputs-refs-preds-1000-examples,0.8757422439159871,0.5992333211036658,2.095151053382256,0.9773057067785251
checkpoint-5000-inputs-refs-preds-1000-examples,0.4235877596699959,2.3060382633016343,1.6678724438059227,2.3834074151976434
checkpoint-5500-inputs-refs-preds-1000-examples,1.450672752685031,0.6681520182031127,2.7306631086461755,1.0513170160574306
checkpoint-6000-inputs-refs-preds-1000-examples,0.9735281944206988,1.590202602389028,1.6078235480739282,1.210235931114235
checkpoint-6500-inputs-refs-preds-1000-examples,2.0984379974894685,0.3997929380515079,2.1168845517581594,1.3838058508362858
checkpoint-7000-inputs-refs-preds-1000-examples,0.35874824964810137,0.2930390214644816,0.43977024648273816,0.685177548871878
checkpoint-7500-inputs-refs-preds-1000-examples,1.4635346696686842,0.17028614233745407,1.3211628516285126e-07,0.11666583410240788
checkpoint-8000-inputs-refs-preds-1000-examples,0.4753222504095749,0.9000951325974775,1.65809556100681,1.0858195187682604
checkpoint-8500-inputs-refs-preds-1000-examples,2.388915233535908,1.1870621400328059,2.938827254592853,4.53223163166917
checkpoint-9000-inputs-refs-preds-1000-examples,0.5899385393599436,1.5346707011107128,3.629100966510073,0.6063143361044124
checkpoint-9500-inputs-refs-preds-1000-examples,1.2717159632096042,1.114814387490275,3.260352895087409,0.9536329651778019
