model,gpt-5-mini_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,3.961878929724545,6.216011801858409,9.30900672836667,11.645888223522398
checkpoint-1000-gen1-inputs-refs-preds-1000-examples,0.9404835925883661,0.4847690945617373,1.618765393718192,1.0858495668199752
checkpoint-1000-inputs-refs-preds-1000-examples,0.8424483367750105,0.8321648160476904,1.7934065380639856,1.3669552907520521
checkpoint-10000-gen1-inputs-refs-preds-1000-examples,0.8579775469858207,0.6917717483883118,0.34727622515879547,0.5754660342118639
checkpoint-10000-inputs-refs-preds-1000-examples,1.1007905208937823,0.7005093563895922,1.5895693147597465,1.0436184667034059
checkpoint-1500-gen1-inputs-refs-preds-1000-examples,1.3562773253437403,1.3263167089077752,0.8954605232617515,0.8622989824369979
checkpoint-1500-inputs-refs-preds-1000-examples,1.570070780635107,1.1319846457383405,1.4109266066113386,1.0933335103930184
checkpoint-2000-gen1-inputs-refs-preds-1000-examples,0.8885895310906597,0.7569409489697662,0.6424241781132193,0.8471174938191046
checkpoint-2000-inputs-refs-preds-1000-examples,2.0797429348125163,1.0141334050474975,1.2533154239102375,1.3789686057240345
checkpoint-2500-gen1-inputs-refs-preds-1000-examples,0.5846168764152259,1.0490239018801746,0.9348627314748116,1.0787737160777873
checkpoint-2500-inputs-refs-preds-1000-examples,1.7418083466070164,1.6292161036774093,0.814641916496004,1.3225085129268004
checkpoint-3000-gen1-inputs-refs-preds-1000-examples,1.1734380560140751,0.9903275511588834,1.107225530396297,0.9355360101000829
checkpoint-3000-inputs-refs-preds-1000-examples,1.4884281952428045,2.452480238996645,1.356503166520995,1.6423614788081986
checkpoint-3500-gen1-inputs-refs-preds-1000-examples,0.7134483831528321,0.5933117426088559,0.7640972936462205,0.6646813004446791
checkpoint-3500-inputs-refs-preds-1000-examples,1.7241052215018486,1.7069908993808203,1.8487458833930188,2.3805372072684805
checkpoint-4000-gen1-inputs-refs-preds-1000-examples,0.8892488925346124,0.6690277015553303,1.2808190328325597,1.7329001398730213
checkpoint-4000-inputs-refs-preds-1000-examples,1.765176208362049,1.6874875512762704,1.5279614916841298,1.2039002953181666
checkpoint-4500-gen1-inputs-refs-preds-1000-examples,0.6073481366305952,0.7525681509393045,0.6850361585096859,0.4121678613021474
checkpoint-4500-inputs-refs-preds-1000-examples,1.2260677066277206,1.2568642866651314,1.6644038586305399,0.7605590764800282
checkpoint-500-gen0-inputs-refs-preds-1000-examples,1.290218013213118,1.27377970644758,1.1867790818597965,1.4608658167848525
checkpoint-500-gen1-inputs-refs-preds-1000-examples,0.4274885304079932,0.4551466878845157,0.3956719885366293,0.3500425286110077
checkpoint-5000-gen1-inputs-refs-preds-1000-examples,0.6918261373884033,0.7031210991607054,1.021892902986066,0.5818459704042014
checkpoint-5000-inputs-refs-preds-1000-examples,1.3406737796764947,1.2954628188549357,1.237590449365257,0.8280751521513057
checkpoint-5500-gen1-inputs-refs-preds-1000-examples,0.7308297892740232,0.8095991247954636,0.8760976637291391,0.6894404027872233
checkpoint-5500-inputs-refs-preds-1000-examples,0.9090020858893796,0.5979369982704298,0.9942055977229286,1.0748389847424076
checkpoint-6000-gen1-inputs-refs-preds-1000-examples,1.0669317290271065,1.025103035851366,0.837632128856107,0.91421113787987
checkpoint-6000-inputs-refs-preds-1000-examples,1.363193034068197,1.4733406300376515,1.2735227121256651,1.3226237988452774
checkpoint-6500-gen1-inputs-refs-preds-1000-examples,0.48556833750240475,0.6706079576790496,0.6218138920805756,0.7486565296355344
checkpoint-6500-inputs-refs-preds-1000-examples,1.343155824680457,1.7965577290924086,1.2089957534449773,1.4845135474420696
checkpoint-7000-gen1-inputs-refs-preds-1000-examples,0.9076780210892111,0.9477465391557764,0.7531453755028019,0.7094483082487854
checkpoint-7000-inputs-refs-preds-1000-examples,0.853348515785972,1.1585410870940622,0.803356769908881,0.8047582305086691
checkpoint-7500-gen1-inputs-refs-preds-1000-examples,0.7504914666088813,0.5539070848135174,0.7007899997890534,0.6355836271579196
checkpoint-7500-inputs-refs-preds-1000-examples,0.7689610044067968,1.049823065570149,1.0830063258138802,0.8835439393035354
checkpoint-8000-gen1-inputs-refs-preds-1000-examples,0.6122010510936354,0.9361962998683833,0.6190428881538561,0.763131693221669
checkpoint-8000-inputs-refs-preds-1000-examples,1.3492435385218364,1.0379930500603345,0.7878296261966479,0.6993802769674672
checkpoint-8500-gen1-inputs-refs-preds-1000-examples,0.5312837315421999,0.6977907411448512,0.44586644064132647,1.0058108439628275
checkpoint-8500-inputs-refs-preds-1000-examples,1.63736551532675,0.9369031059772441,1.027755811214482,1.960267682295599
checkpoint-9000-gen1-inputs-refs-preds-1000-examples,0.7862499838189747,1.6037431659223735,1.1441851958137117,0.8264545569269225
checkpoint-9000-inputs-refs-preds-1000-examples,0.7180311176207227,1.1545066192786986,0.705527829444867,1.045131368329833
checkpoint-9500-gen1-inputs-refs-preds-1000-examples,0.8033682847585956,0.6285019936713973,0.6937434724663506,0.4350896988906163
checkpoint-9500-inputs-refs-preds-1000-examples,0.7137603791171206,0.7243660960409499,0.7665699425925048,1.2394150988757955
