model,gpt-5-mini_theta,google/gemini-2.5-flash-preview-05-20_theta,anthropic/claude-3-5-haiku-20241022_theta,mistral-medium-latest_theta
GPT4o-mini,5.193154416761281,11.36107969707383,7.643395775541524,5.589191378387839
checkpoint-1000-gen1-inputs-refs-preds-1000-examples,2.058572578590493,1.3227977542805749,1.851360773238332,1.9718087892615905
checkpoint-1000-inputs-refs-preds-1000-examples,0.9458341528518295,0.7754795572222779,1.7451758257777081,0.8258071563840069
checkpoint-10000-gen1-inputs-refs-preds-1000-examples,1.1994706674763969,0.5504995875237965,0.35647025197590554,0.7188075894217545
checkpoint-10000-inputs-refs-preds-1000-examples,1.105317000641153,1.1793127175807083,0.7680506236128142,0.6798530406672366
checkpoint-1500-gen1-inputs-refs-preds-1000-examples,1.330127346239344,1.3891842951113098,0.923219330086246,0.6805823275685963
checkpoint-1500-inputs-refs-preds-1000-examples,1.175882572051466,0.7045052628780586,0.9061858991833099,0.7476694302173688
checkpoint-2000-gen1-inputs-refs-preds-1000-examples,1.0559005831290968,1.0839922785430118,0.8911421862475651,1.238041011286828
checkpoint-2000-inputs-refs-preds-1000-examples,1.2679069137886045,1.127619458506325,1.058662703402528,0.7497044129397572
checkpoint-2500-gen1-inputs-refs-preds-1000-examples,1.3623903978965473,1.4739691586765657,1.0300438937715546,1.51428276084211
checkpoint-2500-inputs-refs-preds-1000-examples,1.6034318587313996,1.6392818791439516,1.1986267830642094,1.5495449545352769
checkpoint-3000-gen1-inputs-refs-preds-1000-examples,1.173345853414786,1.1385604213503058,0.9624299378467459,0.8570184382552679
checkpoint-3000-inputs-refs-preds-1000-examples,0.922593787555387,2.0225447982354017,0.9419660141179859,3.1035401722196894
checkpoint-3500-gen1-inputs-refs-preds-1000-examples,0.706896957145421,1.2624577652926938,0.7152059817705817,1.064310343253753
checkpoint-3500-inputs-refs-preds-1000-examples,1.5334827203691743,1.6114176257881316,2.1392327921778422,2.041006213865966
checkpoint-4000-gen1-inputs-refs-preds-1000-examples,0.8585875721114244,0.6278898913584624,0.8372105363761607,1.1883858664812925
checkpoint-4000-inputs-refs-preds-1000-examples,1.7028181773888431,1.5446381052996945,1.5932014126229102,1.4214894226691965
checkpoint-4500-gen1-inputs-refs-preds-1000-examples,0.5710964980801185,0.6026070763117676,0.4444908876289618,0.537235782385381
checkpoint-4500-inputs-refs-preds-1000-examples,0.675320795163215,0.9296686745821433,1.0193250772310622,0.7309121669669764
checkpoint-500-gen0-inputs-refs-preds-1000-examples,1.2518803568001475,1.0851045945842042,1.0164442264533702,1.1537481771940328
checkpoint-500-gen1-inputs-refs-preds-1000-examples,0.42324178362438014,0.5135005879887592,0.5222933369876448,0.4918893606164684
checkpoint-5000-gen1-inputs-refs-preds-1000-examples,0.5306778935431604,0.8167298808729471,1.1065776857063534,0.592258488555179
checkpoint-5000-inputs-refs-preds-1000-examples,0.6309086316460537,0.6644702427410274,1.1889718198513135,0.7934323298679548
checkpoint-5500-gen1-inputs-refs-preds-1000-examples,0.9983502525768637,1.0574250848460534,1.0017071658569152,1.0788975734925117
checkpoint-5500-inputs-refs-preds-1000-examples,0.7979014034257417,0.8797729451319578,1.3509861083253656,1.6230810549927968
checkpoint-6000-gen1-inputs-refs-preds-1000-examples,1.3319218046981232,1.3265530148274869,0.8853376947857787,1.2464846016485875
checkpoint-6000-inputs-refs-preds-1000-examples,1.7488360028352687,1.320361077433226,1.4149859925786152,1.484254068238195
checkpoint-6500-gen1-inputs-refs-preds-1000-examples,0.46585579280828837,0.5300431724841623,1.077447937665634,0.9280400645826724
checkpoint-6500-inputs-refs-preds-1000-examples,1.1785384975370485,1.4551181343716413,1.3892609563573919,0.9232331334057041
checkpoint-7000-gen1-inputs-refs-preds-1000-examples,0.7539669078663209,0.7453713962515325,0.9183383391572714,0.8765375840462696
checkpoint-7000-inputs-refs-preds-1000-examples,1.1360754793466217,1.0017875466393316,1.3664323785365533,0.9807101830868727
checkpoint-7500-gen1-inputs-refs-preds-1000-examples,0.5575158656664476,0.5042808842772344,0.72666694967443,1.020476029299621
checkpoint-7500-inputs-refs-preds-1000-examples,1.1891497321049926,0.9595624827670282,0.7536043323609848,0.9717618194187176
checkpoint-8000-gen1-inputs-refs-preds-1000-examples,0.5743955625529729,0.6168381649295382,0.5518941086110871,0.6423008913950804
checkpoint-8000-inputs-refs-preds-1000-examples,1.0944787854084805,0.6611576020022697,0.7271232851787879,0.7054082834225804
checkpoint-8500-gen1-inputs-refs-preds-1000-examples,1.1843411921902292,0.956236199639257,0.8711284233982489,0.6209145118880337
checkpoint-8500-inputs-refs-preds-1000-examples,1.1020443855474737,1.3046193162372794,1.0507404450950393,0.9788974203212508
checkpoint-9000-gen1-inputs-refs-preds-1000-examples,0.9742439742268524,1.1400125141068853,0.7056358487681704,0.8532904028302337
checkpoint-9000-inputs-refs-preds-1000-examples,0.7524204155681645,0.9224488040276999,0.9908897398766133,1.0036545171104951
checkpoint-9500-gen1-inputs-refs-preds-1000-examples,0.6985295262757765,0.46258007955834357,0.6058064836353819,0.5621744222708576
checkpoint-9500-inputs-refs-preds-1000-examples,0.5715874080149264,0.5286060697359701,0.9554190402599728,0.6326951176751743
